Time,SUN_X,SUN_Y,SUN_Z,199_X,199_Y,199_Z,299_X,299_Y,299_Z,399_X,399_Y,399_Z,301_X,301_Y,301_Z,-74_X,-74_Y,-74_Z,599_X,599_Y,599_Z,699_X,699_Y,699_Z,433_X,433_Y,433_Z,Eros_X,Eros_Y,Eros_Z,Orus_X,Orus_Y,Orus_Z,-49_X,-49_Y,-49_Z,-490_X,-490_Y,-490_Z,-255_X,-255_Y,-255_Z,2000016_X,2000016_Y,2000016_Z,90000188_X,90000188_Y,90000188_Z,90000190_X,90000190_Y,90000190_Z,90000191_X,90000191_Y,90000191_Z,Leucus_X,Leucus_Y,Leucus_Z,Eurybates_X,Eurybates_Y,Eurybates_Z,Polymele_X,Polymele_Y,Polymele_Z,Vesta_X,Vesta_Y,Vesta_Z,Mathilde_X,Mathilde_Y,Mathilde_Z,Lutetia_X,Lutetia_Y,Lutetia_Z,Donaldjohanson_X,Donaldjohanson_Y,Donaldjohanson_Z,Braille_X,Braille_Y,Braille_Z,Annefrank_X,Annefrank_Y,Annefrank_Z,Bennu_X,Bennu_Y,Bennu_Z,Itokawa_X,Itokawa_Y,Itokawa_Z,-64_X,-64_Y,-64_Z,Apophis_X,Apophis_Y,Apophis_Z,Ryugu_X,Ryugu_Y,Ryugu_Z,-122911_X,-122911_Y,-122911_Z,Patroclus_X,Patroclus_Y,Patroclus_Z,90000855_X,90000855_Y,90000855_Z,Dinkinesh_X,Dinkinesh_Y,Dinkinesh_Z,20065803_X,20065803_Y,20065803_Z,Gaspra_X,Gaspra_Y,Gaspra_Z,Ceres_X,Ceres_Y,Ceres_Z
2005-06-23,0.00425312,0.00090099,0.00026683,-0.37996994,-0.00576472,0.0365494,-0.587695,0.35705893,0.19796449,0.03208384,-0.93123561,-0.40384716,99.0,99.0,99.0,99.0,99.0,99.0,-5.12204709,-1.75614989,-0.62805363,99.0,99.0,99.0,-0.66845627,-1.17032558,-0.78666517,99.0,99.0,99.0,-1.91967527,-4.51260012,-2.10314849,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.75428236,-1.21529367,-0.47872587,-0.75426586,-1.21530008,-0.47873031,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.17825361,-4.70281917,-2.88226419,1.26700331,2.12605879,0.68155728,0.1707662,-2.09316148,-0.62814648,-0.44044905,2.36936468,1.07670565,2.53073077,-0.30864699,0.07997154,99.0,99.0,99.0,-0.24011467,-2.1421622,-0.8172296,0.42041225,-1.05099046,-0.59575705,-0.30335641,1.326647,0.59994354,99.0,99.0,99.0,-0.3368029,-0.74735342,-0.28687097,-0.41425588,0.82571655,0.28258402,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.3277126,-1.779364,-0.86438305,99.0,99.0,99.0,1.83704411,-0.37788275,-0.01877615,-1.43010104,-2.19459974,-0.74188457
2005-06-24,0.00425201,0.00090743,0.00026958,-0.38545204,-0.02977799,0.0242899,-0.59896757,0.34134879,0.19160962,0.04898854,-0.93072677,-0.40362662,0.05012442,-0.93258016,-0.40465731,99.0,99.0,99.0,99.0,99.0,99.0,-4.50241368,7.21457781,3.17372262,-0.65811732,-1.17817193,-0.78925812,-3.64803209,-29.64977929,-8.15379319,-1.91295253,-4.51546303,-2.10323669,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.7392281,-1.22121128,-0.48470494,-0.73923707,-1.22120805,-0.48470136,1.2808442,-5.05105839,-1.54080491,0.38666081,-4.82763872,-2.75331265,-0.17132155,-4.70201897,-2.88320466,1.25825955,2.13058266,0.6845015,0.1828335,-2.08975163,-0.62713184,-0.45056253,2.36887692,1.07707397,2.52995059,-0.29905307,0.08395844,99.0,99.0,99.0,-0.22918368,-2.14345929,-0.81848281,99.0,99.0,99.0,-0.31514605,1.32106157,0.59779593,99.0,99.0,99.0,99.0,99.0,99.0,-0.43154916,0.81908164,0.27814042,0.04871926,-0.93064641,-0.40360567,-4.5181287,1.91531822,3.17766557,3.68523603,-2.32543005,-1.05210399,1.33609734,-1.77336925,-0.86166295,99.0,99.0,99.0,1.83845369,-0.36548254,-0.01359752,-1.42183294,-2.19962567,-0.74593582
2005-06-25,99.0,99.0,99.0,-0.38901498,-0.05364098,0.01191165,99.0,99.0,99.0,0.06588152,-0.92995683,-0.40329306,99.0,99.0,99.0,99.0,99.0,99.0,-5.11706035,-1.76848342,-0.63346162,-4.50755534,7.21192427,3.17284822,-0.64772735,-1.18592742,-0.79179024,99.0,99.0,99.0,-1.90622608,-4.51831716,-2.1033208,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.72414315,-1.22701135,-0.49063354,-0.72412651,-1.22701755,-0.49063792,-0.72413553,-1.22701438,-0.49063437,1.28764983,-5.04950972,-1.53885393,0.39357558,-4.82664452,-2.75352652,-0.16438918,-4.7012105,-2.88414006,99.0,99.0,99.0,0.19489576,-2.08628288,-0.62609952,-0.46066871,2.36835112,1.07742499,2.52912506,-0.28945376,0.08794384,99.0,99.0,99.0,99.0,99.0,99.0,0.44529879,-1.03903542,-0.58911835,-0.32690676,1.31535658,0.5955942,99.0,99.0,99.0,-0.29954196,-0.75466613,-0.28863365,-0.44870017,0.8121796,0.27360611,0.0656109,-0.9298811,-0.40327205,-4.52233754,1.910699,3.17532912,3.69127171,-2.32242161,-1.05119633,99.0,99.0,99.0,99.0,99.0,99.0,1.83978033,-0.35306575,-0.00841827,99.0,99.0,99.0
2005-06-26,0.00424977,0.0009203,0.00027507,99.0,99.0,99.0,-0.6200612,0.30912688,0.17844738,0.08275839,-0.92892578,-0.40284646,0.08482199,-0.93003891,-0.40351154,99.0,99.0,99.0,-5.11455319,-1.77464454,-0.63616351,-4.51269496,7.2092677,3.17197256,-0.63728742,-1.19359195,-0.79426165,-3.64171569,-29.65085964,-8.15589449,-1.89949592,-4.52116248,-2.10340081,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.70897901,-1.23271213,-0.49652435,-0.70896231,-1.23271823,-0.4965287,-0.70897136,-1.23271512,-0.49652516,1.29445309,-5.04795173,-1.53690011,99.0,99.0,99.0,-0.15745653,-4.70039374,-2.88507037,1.24070618,2.13951824,0.69035387,0.20695261,-2.08275513,-0.62504949,-0.47076743,2.36778733,1.07775873,99.0,99.0,99.0,0.52462694,3.00537378,0.72234197,99.0,99.0,99.0,0.45764844,-1.0328347,-0.5856725,99.0,99.0,99.0,99.0,99.0,99.0,-0.28069912,-0.75780553,-0.28931721,-0.46570367,0.80501333,0.26898276,0.08248651,-0.92885469,-0.40282541,99.0,99.0,99.0,3.69729527,-2.31940554,-1.05028522,1.35277889,-1.76126301,-0.85616605,99.0,99.0,99.0,1.84102382,-0.34063293,-0.00323862,-1.40523446,-2.20958109,-0.75400558
2005-06-27,0.00424863,0.00092672,0.00027781,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.1019618,-0.92826045,-0.40270064,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.6937458,-1.23830964,-0.50237318,99.0,99.0,99.0,0.40740308,-4.82463133,-2.75394013,-0.15052359,-4.6995687,-2.8859956,1.23189688,2.1439298,0.69326193,0.21900371,-2.07916826,-0.62398172,-0.48085856,2.36718563,1.0780752,2.52733761,-0.27023962,0.09590983,0.51750516,3.00506398,0.71889127,-0.1963581,-2.14704055,-0.82212401,0.46993287,-1.02648528,-0.58214237,99.0,99.0,99.0,99.0,99.0,99.0,-0.26172405,-0.76059277,-0.28986635,-0.4825545,0.79758582,0.26427212,0.09934163,-0.92756718,-0.4022657,-4.53073514,1.90145209,3.17064213,3.70330672,-2.31638187,-1.04937066,1.36107528,-1.75515172,-0.85338933,99.0,99.0,99.0,1.84218395,-0.32818462,0.00194119,-1.39690437,-2.21451048,-0.75802399
2005-06-28,0.00424748,0.00093315,0.00028055,-0.38883163,-0.1233108,-0.02532536,-0.63916467,0.27592243,0.16471714,0.11644579,-0.92608035,-0.40161404,99.0,99.0,99.0,99.0,99.0,99.0,-5.10951193,-1.7869576,-0.64156406,-4.52296792,7.20394589,3.17021739,99.0,99.0,99.0,-3.63535691,-29.65189862,-8.15799436,-1.88602453,-4.52682671,-2.10354854,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.67845096,-1.24380032,-0.50818136,-0.67846008,-1.24379733,-0.50817787,99.0,99.0,99.0,0.4143158,-4.82361234,-2.75413985,-0.14359039,-4.69873537,-2.88691574,1.22306605,2.14830379,0.69615784,0.23104868,-2.07552217,-0.62289618,-0.49094193,2.36654608,1.07837444,2.52637553,-0.26062512,0.09989027,0.51037844,3.00472522,0.71543364,-0.18540626,-2.14813099,-0.82329821,99.0,99.0,99.0,-0.36200258,1.29752119,0.58866259,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.11617171,-0.92601855,-0.40159291,-4.5349239,1.89682441,3.16829159,3.70930607,-2.31335061,-1.04845268,1.36934179,-1.74900177,-0.85059381,99.0,99.0,99.0,1.84326053,-0.31572134,0.00712092,-1.3885539,-2.21940761,-0.76203136
2005-06-29,0.00424632,0.00093957,0.00028329,99.0,99.0,99.0,-0.64795105,0.25898484,0.15765271,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-5.10697696,-1.79310945,-0.64426268,-4.5281013,7.20128095,3.16933787,-0.60567844,-1.21603873,-0.80131295,-3.63216162,-29.65240358,-8.15905051,-1.87928333,-4.52964561,-2.10361627,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.66312319,-1.24917477,-0.5139379,99.0,99.0,99.0,99.0,99.0,99.0,1.3148485,-5.04322185,-1.53102164,0.42122781,-4.82258509,-2.75433486,-0.13665693,-4.69789377,-2.88783079,1.21421385,2.15264014,0.69904155,0.24308716,-2.07181675,-0.62179283,-0.5010174,2.36586877,1.07865647,2.52536777,-0.25100589,0.10386891,0.50324682,3.00435744,0.7119691,-0.17444987,-2.14916979,-0.82445262,0.49429746,-1.01334079,-0.57482946,-0.37363474,1.29133496,0.5862427,99.0,99.0,99.0,-0.22340673,-0.76508861,-0.29055392,99.0,99.0,99.0,99.0,99.0,99.0,-4.53910595,1.89219392,3.16593637,3.71529333,-2.31031181,-1.04753126,1.37757821,-1.74281325,-0.84777954,99.0,99.0,99.0,1.84425336,-0.30324364,0.01230034,-1.38018317,-2.22427243,-0.76602763
2005-06-30,99.0,99.0,99.0,-0.38034079,-0.1672975,-0.04970387,99.0,99.0,99.0,0.15001363,-0.92219093,-0.39992928,0.15236213,-0.92125925,-0.39950756,99.0,99.0,99.0,-5.10443282,-1.79925831,-0.64696026,-4.53323277,7.19861343,3.16845707,-0.59504919,-1.22333841,-0.80354287,-3.62895683,-29.65290042,-8.16011417,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.64770402,-1.25445279,-0.51965853,-0.64771322,-1.25444993,-0.51965508,99.0,99.0,99.0,0.4281391,-4.82154958,-2.75452516,99.0,99.0,99.0,1.20534045,2.15693878,0.70191301,0.25511878,-2.0680519,-0.62067165,-0.51108482,2.36515376,1.07892131,99.0,99.0,99.0,99.0,99.0,99.0,-0.16348921,-2.15015696,-0.82558723,0.50637331,-1.00654596,-0.57104679,-0.38523147,1.28502771,0.58376785,99.0,99.0,99.0,-0.2040799,-0.76678639,-0.29068871,99.0,99.0,99.0,0.14973754,-0.92213858,-0.3999081,-4.54328129,1.88756064,3.16357646,3.72126849,-2.30726547,-1.04660644,1.38578434,-1.73658628,-0.84494657,99.0,99.0,99.0,1.84516225,-0.29075207,0.01747921,-1.37179235,-2.22910491,-0.77001277
2005-07-01,0.00424397,0.00095241,0.00028877,-0.37379967,-0.18833579,-0.06162102,-0.66395871,0.22450664,0.14315349,0.16674068,-0.91985525,-0.39891739,0.16882324,-0.91846698,-0.39824212,99.0,99.0,99.0,-5.10187919,-1.80540344,-0.64965644,-4.5383624,7.19594331,3.16757499,-0.58437521,-1.23054668,-0.80571275,-3.62574368,-29.65339058,-8.16118792,-1.86578998,-4.53525693,-2.10373942,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.63226241,-1.25961096,-0.52532577,-0.6322454,-1.25961652,-0.52532996,99.0,99.0,99.0,1.32843334,-5.04002202,-1.52708851,0.43504965,-4.8205058,-2.75471073,-0.12278931,-4.6961857,-2.88964562,1.19644599,2.16119964,0.70477218,99.0,99.0,99.0,99.0,99.0,99.0,2.5232149,-0.23175387,0.11182046,0.48896913,3.00353459,0.70501937,-0.15252453,-2.15109251,-0.82670202,0.51837528,-0.99960293,-0.56718009,-0.39679142,1.27859917,0.58123788,99.0,99.0,99.0,-0.18465166,-0.76811037,-0.29068183,-0.54833198,0.7653275,0.24459236,0.16646379,-0.91980757,-0.39889619,99.0,99.0,99.0,3.72723158,-2.30421164,-1.04567821,1.39395995,-1.73032094,-0.84209493,99.0,99.0,99.0,1.84598702,-0.27824718,0.0226573,-1.36338156,-2.23390499,-0.77398672
2005-07-02,99.0,99.0,99.0,99.0,99.0,99.0,-0.67116749,0.20699361,0.13573032,0.18342327,-0.91725943,-0.39779268,0.18513192,-0.91548536,-0.39689831,99.0,99.0,99.0,-5.0993159,-1.81154553,-0.65235155,-4.5434903,7.19327063,3.16669165,-0.5736575,-1.23766345,-0.80782276,-3.62252322,-29.65387539,-8.16227387,-1.85903786,-4.53804935,-2.10379485,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.61674881,-1.26466577,-0.53095177,-0.61673174,-1.26467121,-0.53095592,-0.616741,-1.26466848,-0.53095253,1.33522209,-5.03840813,-1.52511772,0.44195947,-4.81945377,-2.75489158,-0.11585516,-4.69531925,-2.89054539,1.18753066,2.16542267,0.70761902,0.27915997,-2.06034351,-0.61837566,-0.53119494,2.36361091,1.0793995,2.52206963,-0.22212142,0.11579323,0.48182318,3.0030794,0.70153422,-0.1415561,-2.15197644,-0.82779697,0.53030118,-0.99251188,-0.56322942,-0.40831321,1.27204907,0.57865264,99.0,99.0,99.0,-0.16513037,-0.7690554,-0.29053158,99.0,99.0,99.0,0.18314556,-0.91721655,-0.39777147,-4.55161182,1.87828572,3.15884262,3.73318258,-2.30115032,-1.04474659,1.40210484,-1.72401733,-0.83922467,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
