Time,Object_Name,X,Y,Z
12/28/2001,Braille,0.2605069,2.96991531,0.59300059
7/16/2002,Polymele,-5.27790356,-1.40986461,0.21928441
7/18/2002,90000191,2.15224339,3.8787336,1.57932485
7/21/2002,199,-0.14807058,0.23914188,0.14364357
7/21/2002,Patroclus,99,99,99
10/4/2002,90000190,99,99,99
10/4/2002,Itokawa,99,99,99
10/9/2002,399,99,99,99
10/12/2002,Orus,-5.00232868,1.1712334,-0.31659707
10/13/2002,Polymele,99,99,99
10/17/2002,Polymele,99,99,99
10/19/2002,SUN,99,99,99
10/27/2002,-122911,99,99,99
10/28/2002,301,99,99,99
11/4/2002,Bennu,-0.68282924,-1.02594296,-0.57577293
12/31/2002,Patroclus,1.16228921,4.00083548,2.89788149
2/3/2003,Eurybates,-4.65440012,-2.7394445,-1.01811658
4/7/2003,301,-0.95566921,-0.26603984,-0.11529658
4/14/2003,Leucus,-3.87722757,-3.45642306,-2.03104846
5/30/2003,399,-0.37476778,-0.86702299,-0.37591801
5/31/2003,Mathilde,-2.45901475,2.09106282,0.62927559
6/2/2003,599,-4.24210974,2.95054765,1.36798337
6/11/2003,-122911,-0.18022954,-0.91991,-0.39890009
6/14/2003,Ryugu,0.08193242,-1.31574707,-0.51241461
6/25/2003,301,0.05801838,-0.93329694,-0.4047424
6/30/2003,90000855,-1.13194942,1.29397095,0.54680231
6/30/2003,Dinkinesh,-0.0999842,1.75088841,0.83264445
7/2/2003,90000190,0.2891731,3.9928291,2.00142029
7/23/2003,-122911,99,99,99
7/24/2003,Dinkinesh,99,99,99
8/8/2003,Gaspra,-2.41506518,0.59772813,0.06516085
8/9/2003,299,-0.4538311,0.49112563,0.24986506
8/9/2003,Polymele,-4.25408605,-3.42469572,-1.2437844
8/17/2003,Patroclus,-0.46348778,3.99868482,3.47014004
8/18/2003,Braille,1.6190223,-1.06124388,0.60398557
8/29/2003,399,0.91992066,-0.39169684,-0.169864
8/29/2003,90000188,-0.04946275,3.86586274,2.00200907
9/1/2003,90000190,-0.06699665,3.85805058,2.00139791
9/2/2003,Vesta,99,99,99
9/3/2003,90000855,-1.54091667,0.38685242,0.21394266
9/4/2003,Eros,-5.73085161,-29.23234509,-7.39570325
9/4/2003,Leucus,-3.12071914,-4.11473921,-2.11069257
9/5/2003,599,-4.64904392,2.43061815,1.1550302
9/6/2003,Eurybates,-3.75910646,-3.75094751,-1.68596437
9/6/2003,Lutetia,-0.53637574,-2.03315069,-0.8707811
9/6/2003,-122911,99,99,99
9/7/2003,90000188,-0.10205683,3.84204938,1.9999898
9/10/2003,299,-0.71585912,-0.03648154,0.02908017
9/16/2003,Itokawa,0.74529399,1.38062376,0.59164139
9/16/2003,Patroclus,-0.67668817,3.96632188,3.51863621
9/17/2003,599,99,99,99
9/17/2003,433,99,99,99
9/17/2003,Apophis,-0.30403283,-0.75745422,-0.28997428
9/29/2003,-122911,1.00045876,0.08311601,0.03610652
10/6/2003,Polymele,-3.99848012,-3.66096544,-1.44345336
10/7/2003,599,-4.76839253,2.2455808,1.07862226
10/8/2003,301,0.97414072,0.22231843,0.09610474
10/8/2003,Vesta,-0.83332923,-1.88189486,-0.64024505
10/9/2003,299,99,99,99
10/9/2003,399,99,99,99
10/10/2003,199,99,99,99
10/10/2003,Leucus,99,99,99
10/10/2003,Annefrank,99,99,99
10/12/2003,399,0.95124897,0.28311203,0.12268941
10/14/2003,Orus,-4.89107356,-1.36258939,-1.31133681
10/14/2003,Leucus,99,99,99
10/14/2003,Polymele,-3.96141813,-3.69196154,-1.47037949
10/14/2003,Lutetia,99,99,99
10/14/2003,Annefrank,99,99,99
10/14/2003,Patroclus,99,99,99
10/16/2003,Lutetia,99,99,99
10/16/2003,Bennu,99,99,99
12/9/2003,699,99,99,99
1/5/2004,Ryugu,99,99,99
1/8/2004,599,99,99,99
1/11/2004,Ryugu,99,99,99
1/14/2004,Annefrank,-0.26229646,1.92469579,0.76718184
1/28/2004,Mathilde,-3.27528049,0.43690819,0.13327058
1/31/2004,Bennu,-0.50565552,-1.10126768,-0.6194982
2/3/2004,90000188,-0.95459488,3.27542432,1.8741715
2/7/2004,399,-0.72331969,0.60901688,0.26395934
2/11/2004,90000855,-0.77594085,-1.79628307,-0.66062467
2/12/2004,Bennu,-0.35529019,-1.14285,-0.64367601
3/18/2004,Vesta,1.06449189,-1.74544976,-0.83382035
3/20/2004,Polymele,99,99,99
3/20/2004,Mathilde,99,99,99
3/22/2004,Bennu,99,99,99
3/24/2004,Apophis,99,99,99
4/8/2004,Eros,-5.04756173,-29.384253,-7.64876471
4/12/2004,-122911,-0.92326586,-0.35172705,-0.15268417
4/14/2004,90000190,-1.32985598,2.88083234,1.7439699
8/16/2004,399,0.81715842,-0.55494018,-0.2406908
8/18/2004,301,0.8341045,-0.52894407,-0.22923888
8/18/2004,599,-5.42762779,0.24609814,0.23762203
9/7/2004,399,0.97589169,-0.24572103,-0.10663396
9/26/2004,Ryugu,0.03714002,-1.31111278,-0.51541665
9/30/2004,Leucus,-0.57976133,-5.1315262,-1.95174966
10/9/2004,Vesta,2.37816125,0.02333127,-0.30104688
10/9/2004,Mathilde,-2.45148238,-1.48097207,-0.44267244
10/12/2004,Donaldjohanson,1.52035592,-2.23389962,-0.81728562
10/16/2004,199,-0.30830034,-0.29809851,-0.12685705
10/19/2004,Ryugu,0.33310496,-1.29180651,-0.47664922
10/20/2004,Itokawa,1.47713001,0.00858284,-0.03893295
11/5/2004,Gaspra,0.02775879,-2.12345574,-0.86725695
11/6/2004,Patroclus,99,99,99
11/10/2004,SUN,0.00425097,-0.00057969,-0.00035916
11/13/2004,Ryugu,99,99,99
11/14/2004,Orus,99,99,99
11/15/2004,90000855,2.04399251,-2.742338,-1.14409877
11/19/2004,599,-5.43454534,-0.36815445,-0.02550038
12/8/2004,Apophis,0.30296347,0.81241612,0.30982603
12/12/2004,599,-5.42297843,-0.51954546,-0.09067361
12/14/2004,90000855,2.29504311,-2.72315606,-1.14723532
12/30/2004,Itokawa,1.42021349,0.79276215,0.31214414
1/21/2005,Dinkinesh,99,99,99
1/24/2005,299,99,99,99
1/24/2005,Bennu,99,99,99
1/26/2005,699,-3.7175702,7.57733757,3.28977121
1/30/2005,Bennu,-1.14452262,-0.48360286,-0.26808403
1/31/2005,Patroclus,-3.84471069,2.5471324,3.46274376
2/16/2005,Vesta,2.14529325,1.27775596,0.22895312
2/24/2005,Lutetia,0.76640013,2.13862684,0.90456874
2/27/2005,Eurybates,-0.42375624,-4.88686525,-2.69608103
3/1/2005,Annefrank,-1.38066826,-1.66296611,-0.5526224
3/5/2005,199,0.16989352,0.23870016,0.11020035
3/11/2005,Apophis,-0.96546901,0.49154838,0.15785748
3/11/2005,90000855,2.98288389,-2.59307456,-1.12590985
3/11/2005,Dinkinesh,0.33721478,-2.17608025,-1.03789425
3/11/2005,Ceres,-2.15011089,-1.50796882,-0.27184242
3/12/2005,Eurybates,-0.33385258,-4.88587341,-2.70556181
3/24/2005,Polymele,-0.80624501,-4.74106124,-2.77580362
3/29/2005,90000190,-1.72861502,-0.41616487,0.12281373
3/29/2005,Gaspra,1.43786376,-1.33247383,-0.43899664
3/30/2005,SUN,0.00431051,0.00034837,3.20756443
4/4/2005,Dinkinesh,0.58108917,-2.12590212,-1.01771693
4/12/2005,Dinkinesh,0.66099655,-2.10352081,-1.00828643
4/14/2005,399,99,99,99
4/14/2005,Mathilde,-0.6675908,-2.19378903,-0.65775391
7/27/2005,Annefrank,0.13310168,-2.15735598,-0.84869349
9/17/2005,Bennu,99,99,99
9/20/2005,Polymele,99,99,99
9/27/2005,Donaldjohanson,99,99,99
9/28/2005,399,99,99,99
9/28/2005,Orus,99,99,99
10/2/2005,Mathilde,99,99,99
10/3/2005,Itokawa,99,99,99
10/3/2005,90000855,99,99,99
10/4/2005,Mathilde,1.31506286,-1.42488398,-0.42843459
10/8/2005,Patroclus,99,99,99
10/25/2005,SUN,99,99,99
11/1/2005,Dinkinesh,99,99,99
11/30/2005,299,0.54908617,0.44745405,0.16665401
3/5/2006,Orus,99,99,99
3/28/2006,Orus,99,99,99
3/31/2006,Vesta,-1.43104845,1.81140047,0.90881847
4/5/2006,Braille,-1.33072389,1.47104418,-0.40547835
4/29/2006,Braille,99,99,99
4/30/2006,Braille,-1.40859682,1.16069962,-0.49151513
5/3/2006,Annefrank,2.26577864,-0.39958981,-0.31045368
5/25/2006,90000188,99,99,99
8/4/2006,Donaldjohanson,-1.13986655,1.49063838,0.53422294
11/17/2006,301,0.5755706,0.74086139,0.32099556
12/8/2006,299,0.12561244,-0.64720324,-0.29914907
12/8/2006,90000188,3.31069793,2.03790661,0.40558842
12/15/2006,90000855,5.30394076,-0.06611709,-0.24810975
12/16/2006,199,99,99,99
12/16/2006,599,99,99,99
12/30/2006,299,99,99,99
12/31/2006,90000855,99,99,99
1/15/2007,Vesta,99,99,99
2/5/2007,Ryugu,99,99,99
2/13/2007,301,99,99,99
2/27/2007,Apophis,-0.83843843,-0.46383553,-0.194003
3/5/2007,Ceres,2.91437367,0.11713616,-0.53808429
3/8/2007,599,-2.02683069,-4.56075784,-1.90557367
7/7/2007,Orus,3.16884525,-4.05170773,-1.12037015
1/7/2008,199,0.33837873,-0.16082268,-0.1215189
1/15/2008,Itokawa,99,99,99
1/16/2008,299,99,99,99
1/16/2008,Eros,-0.66408341,-30.02177863,-9.16872262
1/16/2008,Donaldjohanson,0.16862507,-2.55642713,-1.06556881
1/21/2008,Bennu,1.00740765,-0.31816654,-0.18486861
2/19/2008,433,1.38031362,0.29939898,0.41868482
4/6/2008,Itokawa,0.79546962,1.36973334,0.58719997
4/15/2008,Itokawa,99,99,99
5/3/2008,Orus,4.53542108,-2.50295747,-0.28742037
5/5/2008,Braille,99,99,99
5/11/2008,Patroclus,-4.73389375,-3.08313098,-0.8814934
5/31/2008,Patroclus,99,99,99
6/4/2008,199,99,99,99
6/6/2008,Apophis,99,99,99
6/22/2008,Annefrank,99,99,99
6/25/2008,Ryugu,99,99,99
7/8/2008,Mathilde,99,99,99
9/5/2008,-122911,99,99,99
9/9/2008,Polymele,4.67450083,0.8992506,-0.41103602
9/28/2008,Ryugu,0.55990064,-1.21794507,-0.42259404
9/30/2008,299,-0.12038452,-0.65190523,-0.2858964
10/17/2008,Gaspra,1.84484457,-0.22137266,0.04641081
10/26/2008,301,0.83107359,0.49882785,0.21604753
10/27/2008,Bennu,-0.71001387,-0.99829557,-0.56164277
11/4/2008,299,99,99,99
11/15/2008,Itokawa,99,99,99
11/18/2008,433,-1.04885462,-0.75556533,-0.61896056
11/23/2008,599,2.47709178,-4.09954032,-1.81755721
11/27/2008,Vesta,1.82787175,1.70640209,0.44048538
11/30/2008,Braille,0.92188739,2.97976898,0.91231383
12/1/2008,599,99,99,99
12/2/2008,Eurybates,99,99,99
12/2/2008,Vesta,1.79386701,1.74112923,0.45875735
12/5/2008,Donaldjohanson,99,99,99
12/10/2008,90000190,99,99,99
12/10/2008,Itokawa,99,99,99
3/24/2009,Vesta,0.85473863,2.29227203,0.80094268
3/29/2009,Eros,0.73624998,-30.10850977,-9.61805698
3/31/2009,90000190,-0.20702187,3.80549996,2.00030674
4/5/2009,Eurybates,4.2186983,2.16940127,0.74665767
4/5/2009,Vesta,99,99,99
4/6/2009,90000191,-0.24206864,3.78754016,1.99786846
4/11/2009,Ceres,99,99,99
5/7/2009,Eros,99,99,99
5/10/2009,Leucus,99,99,99
5/10/2009,Itokawa,1.44535083,-0.06110417,-0.06922323
5/10/2009,-122911,99,99,99
5/12/2009,Ryugu,99,99,99
5/13/2009,90000188,-0.45726557,3.66535212,1.97676761
5/13/2009,90000190,-0.45726642,3.66535092,1.97676408
5/15/2009,599,3.50923531,-3.3238991,-1.51022841
5/15/2009,90000188,-0.46883825,3.65817758,1.97532163
5/16/2009,Leucus,3.35654014,3.10995965,1.79992258
5/16/2009,Donaldjohanson,2.32989016,0.43428009,0.37757802
5/16/2009,Dinkinesh,2.05880243,0.40981193,0.16378375
5/25/2009,Donaldjohanson,2.28787235,0.5189622,0.4098408
5/25/2009,Gaspra,0.16629292,1.82927058,0.76107603
5/26/2009,Bennu,0.73222492,0.48603792,0.27096242
5/26/2009,Ryugu,-0.61592828,0.73338096,0.22575496
5/27/2009,Braille,-0.35235051,2.74648467,0.26694135
5/30/2009,Gaspra,99,99,99
6/2/2009,Eros,0.94391053,-30.11682955,-9.68324734
6/2/2009,Orus,4.9985337,0.18508036,0.85852505
6/5/2009,699,99,99,99
6/5/2009,Braille,-0.4169865,2.70657544,0.22977798
6/5/2009,Gaspra,0.02888181,1.85794735,0.76262449
6/13/2009,Itokawa,99,99,99
6/17/2009,-122911,-0.07728409,-0.92596444,-0.40144099
6/19/2009,Orus,4.97976977,0.30612505,0.90390527
6/22/2009,433,99,99,99
6/30/2009,Mathilde,-1.07133184,-2.14774148,-0.64293877
7/1/2009,-122911,0.15886883,-0.91726804,-0.39763795
7/23/2009,Itokawa,1.42750558,0.76439127,0.29914645
8/15/2009,433,1.51170168,-0.78949137,-0.1755042
8/18/2009,Lutetia,-1.64023191,2.02329391,0.99221346
8/18/2009,-122911,99,99,99
8/18/2009,90000855,-0.10082575,2.20072194,0.85367207
8/24/2009,90000855,-0.16781081,2.16331445,0.84204625
8/25/2009,Lutetia,99,99,99
8/26/2009,Braille,-0.96999358,2.18940103,-0.11587868
8/27/2009,433,1.5512889,-0.67270076,-0.10198287
8/30/2009,299,0.18986706,0.64089319,0.27606606
10/28/2009,Mathilde,0.34592699,-2.02980326,-0.6087652
11/6/2009,90000190,-1.42225073,2.7851545,1.7109103
11/6/2009,Vesta,-1.35813618,1.87366311,0.92336367
11/10/2009,Orus,4.69076523,1.31533564,1.26143973
11/11/2009,90000190,-1.44663016,2.75254792,1.69885066
12/8/2009,301,0.23438926,0.88041833,0.38152679
12/8/2009,90000855,-1.24283954,1.15897414,0.49953136
12/8/2009,Dinkinesh,0.11855751,1.75731155,0.8321477
