Time,Object_Name,X_new,Y_new,Z_new,X,Y,Z
12/28/2001,Braille,99,99,99,99,99,99
12/28/2001,Dinkinesh,99,99,99,0.49502901,-2.15044584,-1.0277228
12/31/2001,699,99,99,99,99,99,99
12/31/2001,Ryugu,99,99,99,-0.62639867,-1.08173059,-0.49386575
1/1/2002,Lutetia,99,99,99,-1.55992201,2.05795784,1.00320443
1/1/2002,Braille,99,99,99,0.23148859,2.96415056,0.57818859
1/2/2002,399,99,99,99,99,99,99
1/3/2002,399,99,99,99,99,99,99
1/3/2002,Polymele,99,99,99,99,99,99
1/3/2002,Itokawa,99,99,99,99,99,99
1/3/2002,Ceres,99,99,99,99,99,99
1/8/2002,90000188,99,99,99,2.89380127,3.23620361,1.10351429
1/8/2002,90000191,99,99,99,2.89380429,3.23620434,1.10350745
1/8/2002,Eurybates,99,99,99,-5.25430537,-0.39149695,0.36708756
1/8/2002,Mathilde,99,99,99,1.7933747,1.13327571,0.33950503
1/9/2002,Bennu,99,99,99,0.93885305,-0.54363878,-0.31058907
1/10/2002,Donaldjohanson,99,99,99,99,99,99
1/11/2002,Vesta,99,99,99,0.63870787,2.33741784,0.84693374
1/15/2002,Itokawa,99,99,99,99,99,99
1/20/2002,Ryugu,99,99,99,99,99,99
1/22/2002,Mathilde,99,99,99,1.72008415,1.28809933,0.3860674
1/23/2002,Gaspra,99,99,99,99,99,99
1/27/2002,Mathilde,99,99,99,99,99,99
1/27/2002,Braille,99,99,99,0.04210833,2.91422432,0.47959172
1/29/2002,90000191,99,99,99,2.82677049,3.32598994,1.1628626
2/3/2002,599,99,99,99,99,99,99
2/4/2002,Eurybates,99,99,99,-5.26168453,-0.56541325,0.27026804
2/20/2002,299,99,99,99,99,99,99
3/1/2002,599,99,99,99,99,99,99
3/5/2002,Gaspra,99,99,99,99,99,99
3/6/2002,Ryugu,99,99,99,0.18958736,-1.31437291,-0.50014885
3/10/2002,Ceres,99,99,99,99,99,99
3/11/2002,Patroclus,99,99,99,3.01739736,3.3086194,1.67011986
3/16/2002,199,99,99,99,99,99,99
3/20/2002,Lutetia,99,99,99,-2.13762256,1.62985714,0.84672821
3/28/2002,Ryugu,99,99,99,0.46600431,-1.26117666,-0.45004474
4/3/2002,Lutetia,99,99,99,-2.22425295,1.53790047,0.81094879
4/7/2002,699,99,99,99,2.17738077,8.1491449,3.27217254
4/7/2002,Orus,99,99,99,-4.49748727,2.38336586,0.24689594
4/7/2002,Leucus,99,99,99,-5.15646941,-1.2475894,-1.50513982
4/14/2002,Ryugu,99,99,99,0.66409147,-1.17628175,-0.39563267
4/25/2002,90000191,99,99,99,2.51252176,3.64455227,1.38835557
5/1/2002,Vesta,99,99,99,-0.47191837,2.29721611,0.97618705
5/1/2002,Apophis,99,99,99,0.0051031,0.91242715,0.33936736
5/1/2002,Ceres,99,99,99,2.77917239,-0.65081111,-0.87199352
5/4/2002,Braille,99,99,99,-0.65355443,2.51736557,0.08386727
5/4/2002,Gaspra,99,99,99,1.78850579,0.2960079,0.25388349
5/7/2002,Itokawa,99,99,99,0.06480909,1.43559772,0.63737894
5/8/2002,Bennu,99,99,99,-0.13482843,0.78672102,0.44570046
5/13/2002,Lutetia,99,99,99,-2.43965046,1.254235,0.69757746
5/14/2002,299,99,99,99,-0.41502897,0.51978493,0.26022627
5/14/2002,90000855,99,99,99,2.93461722,2.53787562,0.85590215
5/14/2002,Ceres,99,99,99,2.81454908,-0.54033041,-0.82716991
5/15/2002,Vesta,99,99,99,-0.61098057,2.25601141,0.97796848
5/15/2002,Donaldjohanson,99,99,99,1.30125643,1.50277226,0.74321431
5/16/2002,90000190,99,99,99,2.426987,3.71028056,1.43891701
5/16/2002,Lutetia,99,99,99,-2.45380692,1.23182728,0.68845645
5/17/2002,Patroclus,99,99,99,2.64077581,3.53633969,1.99150932
5/18/2002,Bennu,99,99,99,-0.32603985,0.76176379,0.43246717
5/18/2002,Itokawa,99,99,99,-0.06864389,1.40692193,0.62877414
5/18/2002,Apophis,99,99,99,-0.27220649,0.92473125,0.33677865
5/18/2002,Ryugu,99,99,99,0.99197398,-0.9003465,-0.25199221
5/19/2002,Gaspra,99,99,99,1.73122941,0.48098951,0.32533273
5/22/2002,Orus,99,99,99,99,99,99
5/22/2002,90000190,99,99,99,2.40196884,3.72818272,1.45302375
5/22/2002,Dinkinesh,99,99,99,1.74910918,-1.38426762,-0.68278279
5/23/2002,Eurybates,99,99,99,-5.21560827,-1.25053355,-0.11952943
5/25/2002,90000188,99,99,99,2.38936524,3.73698018,1.46002243
5/27/2002,699,99,99,99,1.89081278,8.20203868,3.30635651
5/28/2002,699,99,99,99,1.88506149,8.20301358,3.30700649
5/28/2002,Eros,99,99,99,-7.18351971,-28.86137287,-6.84233152
5/28/2002,Apophis,99,99,99,-0.42666638,0.89694286,0.32244829
5/29/2002,Polymele,99,99,99,-5.31021329,-1.12362229,0.40368222
5/29/2002,-122911,99,99,99,-0.3893174,-0.86351087,-0.37438513
5/29/2002,Patroclus,99,99,99,2.56989327,3.57279299,2.04669814
5/29/2002,90000855,99,99,99,2.81893756,2.56573176,0.8715139
5/29/2002,Dinkinesh,99,99,99,1.79298785,-1.32736097,-0.65642875
5/30/2002,399,99,99,99,-0.37342943,-0.86967404,-0.37698781
5/30/2002,301,99,99,99,-0.37243253,-0.87180662,-0.3780611
5/30/2002,699,99,99,99,1.87355587,8.20495379,3.30830252
5/30/2002,90000191,99,99,99,2.36822428,3.75143923,1.47159165
5/30/2002,Eurybates,99,99,99,-5.20852956,-1.29413144,-0.14479729
5/31/2002,Bennu,99,99,99,-0.55664072,0.68910198,0.39246559
5/31/2002,-122911,99,99,99,99,99,99
6/3/2002,90000855,99,99,99,99,99,99
6/4/2002,Donaldjohanson,99,99,99,1.07756044,1.61111894,0.77031648
6/4/2002,Ryugu,99,99,99,1.10858746,-0.71515401,-0.16646443
6/5/2002,399,99,99,99,-0.277355,-0.90043392,-0.39032372
6/8/2002,Apophis,99,99,99,-0.58388934,0.83978173,0.29711822
6/8/2002,Ryugu,99,99,99,1.13038189,-0.66762497,-0.14536929
6/8/2002,-122911,99,99,99,-0.22842598,-0.91227508,-0.39551025
6/11/2002,Bennu,99,99,99,-0.72876452,0.59788671,0.34171955
6/11/2002,Patroclus,99,99,99,2.49202504,3.61078473,2.10562663
6/13/2002,299,99,99,99,-0.71471337,0.04687341,0.06644017
6/13/2002,399,99,99,99,-0.14496784,-0.92719401,-0.40193194
6/13/2002,90000188,99,99,99,2.30811046,3.79047788,1.5034439
6/13/2002,90000191,99,99,99,2.30811409,3.79047873,1.50343709
6/13/2002,Bennu,99,99,99,99,99,99
6/13/2002,90000855,99,99,99,2.70012559,2.59073368,0.88615585
6/14/2002,Orus,99,99,99,-4.7229721,1.96155881,0.04298718
6/14/2002,Eurybates,99,99,99,99,99,99
6/14/2002,Lutetia,99,99,99,99,99,99
6/14/2002,Braille,99,99,99,-0.92362909,2.23557734,-0.08987214
6/14/2002,Gaspra,99,99,99,1.58776299,0.7879555,0.44030387
6/15/2002,399,99,99,99,-0.1113655,-0.93127971,-0.40370478
6/16/2002,Gaspra,99,99,99,1.57450761,0.81061903,0.44859455
6/17/2002,Patroclus,99,99,99,2.45571882,3.62779228,2.13251794
6/17/2002,Dinkinesh,99,99,99,1.90142228,-1.16533739,-0.58114825
6/18/2002,Leucus,99,99,99,-4.99806949,-1.71586353,-1.63981087
6/18/2002,Annefrank,99,99,99,0.84729879,-2.02213839,-0.84528062
6/19/2002,Bennu,99,99,99,-0.83811389,0.51790649,0.29703592
6/19/2002,Itokawa,99,99,99,-0.44778781,1.24438286,0.56822538
6/19/2002,Patroclus,99,99,99,2.44356632,3.63338739,2.14143824
6/20/2002,SUN,99,99,99,-0.00011873,-0.0049544,-0.00209867
6/20/2002,Eros,99,99,99,-7.11155583,-28.88106259,-6.87056982
6/20/2002,Apophis,99,99,99,-0.73586571,0.74934788,0.25954432
6/20/2002,-122911,99,99,99,99,99,99
6/21/2002,90000191,99,99,99,99,99,99
6/21/2002,Apophis,99,99,99,-0.74747952,0.74061841,0.25599632
6/22/2002,Itokawa,99,99,99,-0.48169352,1.22284868,0.55969397
6/22/2002,-122911,99,99,99,0.00666292,-0.9372384,-0.40631184
6/25/2002,199,99,99,99,0.34822345,-0.14013471,-0.11043041
6/25/2002,Eros,99,99,99,-7.09623323,-28.88559111,-6.87646649
6/25/2002,90000188,99,99,99,2.25555089,3.82224342,1.53006732
6/25/2002,Vesta,99,99,99,-1.00392103,2.08970148,0.96314135
6/27/2002,Apophis,99,99,99,-0.81346987,0.68472072,0.2334938
6/27/2002,Ryugu,99,99,99,99,99,99
6/27/2002,-122911,99,99,99,99,99,99
6/29/2002,301,99,99,99,0.12729147,-0.93179352,-0.40417127
7/2/2002,433,99,99,99,1.37204121,-1.04649712,-0.34634615
7/4/2002,Donaldjohanson,99,99,99,0.71667559,1.73370771,0.79199253
7/5/2002,90000188,99,99,99,2.211041,3.84751494,1.5517735
7/5/2002,Polymele,99,99,99,-5.28727082,-1.34474609,0.26165205
7/5/2002,Vesta,99,99,99,-1.09549562,2.03907385,0.95495996
7/5/2002,Donaldjohanson,99,99,99,0.7042062,1.73689563,0.79229897
7/5/2002,Apophis,99,99,99,99,99,99
7/7/2002,Ceres,99,99,99,2.90395259,-0.07295734,-0.62528602
7/8/2002,699,99,99,99,1.64860818,8.24012887,3.33251583
7/8/2002,433,99,99,99,1.40766996,-0.99745751,-0.3120588
7/8/2002,Ryugu,99,99,99,1.21320054,-0.27321023,0.01937639
7/9/2002,Donaldjohanson,99,99,99,0.65408686,1.74903776,0.79324713
7/10/2002,Orus,99,99,99,-4.79651128,1.79473236,-0.03520381
7/11/2002,699,99,99,99,1.63126231,8.24262504,3.33429447
7/11/2002,Mathilde,99,99,99,0.313873,2.53247804,0.76059735
7/11/2002,Donaldjohanson,99,99,99,0.62888754,1.75473972,0.79355368
7/11/2002,Annefrank,99,99,99,1.07680914,-1.92464651,-0.82303701
7/13/2002,301,99,99,99,0.35279034,-0.87770834,-0.3802624
7/13/2002,90000191,99,99,99,2.17498301,3.86694584,1.56881439
7/13/2002,Lutetia,99,99,99,-2.66917261,0.77340705,0.49756103
7/13/2002,Braille,99,99,99,99,99,99
7/13/2002,Itokawa,99,99,99,-0.70441615,1.0407995,0.48557496
7/14/2002,Bennu,99,99,99,-1.08536324,0.21914431,0.12939253
7/14/2002,Gaspra,99,99,99,99,99,99
7/15/2002,199,99,99,99,0.04937551,0.26499977,0.13697736
7/15/2002,301,99,99,99,0.38385483,-0.86735458,-0.37575657
7/15/2002,90000188,99,99,99,2.16590184,3.87169295,1.57303868
7/15/2002,Bennu,99,99,99,-1.09222536,0.20621437,0.1221198
7/15/2002,Apophis,99,99,99,-0.96992496,0.48542629,0.1553011
7/16/2002,Polymele,99,99,99,99,99,99
7/17/2002,Orus,99,99,99,-4.81509302,1.74935059,-0.05625065
7/18/2002,90000191,99,99,99,99,99,99
7/18/2002,Leucus,99,99,99,-4.91857829,-1.90662789,-1.69159807
7/18/2002,Itokawa,99,99,99,-0.75259151,0.98932463,0.46415571
7/20/2002,Bennu,99,99,99,-1.12309364,0.14095824,0.08539799
7/20/2002,Itokawa,99,99,99,-0.77121513,0.96786111,0.45517881
7/21/2002,199,99,99,99,99,99,99
7/21/2002,599,99,99,99,99,99,99
7/21/2002,Eros,99,99,99,-7.01488796,-28.90762401,-6.90796746
7/21/2002,Patroclus,99,99,99,99,99,99
7/23/2002,Ryugu,99,99,99,1.19378422,-0.05941739,0.10191334
7/24/2002,90000188,99,99,99,2.12475108,3.89251595,1.59179666
7/25/2002,Lutetia,99,99,99,99,99,99
7/25/2002,Donaldjohanson,99,99,99,0.45018623,1.78759365,0.79252558
7/25/2002,Gaspra,99,99,99,1.2592006,1.21622442,0.59117408
7/25/2002,Ceres,99,99,99,2.9126859,0.08408977,-0.55311147
7/26/2002,SUN,99,99,99,0.0001664,-0.00487416,-0.00207219
7/26/2002,Itokawa,99,99,99,-0.82465152,0.90049562,0.42684733
7/27/2002,Eurybates,99,99,99,-5.13125695,-1.65035984,-0.35342484
7/27/2002,Lutetia,99,99,99,-2.70387271,0.65685365,0.44786533
7/27/2002,Ryugu,99,99,99,1.18098363,-0.00173658,0.12338617
7/28/2002,Itokawa,99,99,99,99,99,99
7/28/2002,Ryugu,99,99,99,1.17726419,0.01268853,0.1287017
7/28/2002,90000855,99,99,99,2.32469778,2.64679008,0.92356738
7/29/2002,SUN,99,99,99,0.00018987,-0.00486701,-0.00206978
7/30/2002,299,99,99,99,-0.25405868,-0.63050827,-0.26745056
7/30/2002,Donaldjohanson,99,99,99,0.38552603,1.79626251,0.79079416
7/31/2002,-122911,99,99,99,0.61939145,-0.74279194,-0.32193706
7/31/2002,Ceres,99,99,99,2.91322141,0.13639492,-0.52859037
8/1/2002,SUN,99,99,99,99,99,99
8/2/2002,Eros,99,99,99,-6.97785094,-28.91812616,-6.92189531
8/2/2002,Bennu,99,99,99,99,99,99
8/4/2002,Bennu,99,99,99,-1.18218092,-0.05786396,-0.02664462
8/4/2002,Patroclus,99,99,99,2.15748168,3.75182782,2.3404502
8/5/2002,433,99,99,99,1.53530095,-0.74382015,-0.14493952
8/5/2002,90000855,99,99,99,2.25495183,2.6534913,0.92908483
8/5/2002,Gaspra,99,99,99,1.15289026,1.31603091,0.62412543
8/6/2002,Polymele,99,99,99,-5.25681148,-1.53331338,0.13827447
8/7/2002,301,99,99,99,0.70782084,-0.66860503,-0.2896991
8/9/2002,90000191,99,99,99,2.05040354,3.92733637,1.62423674
8/9/2002,Vesta,99,99,99,-1.39863062,1.83222805,0.91224728
8/12/2002,Vesta,99,99,99,-1.42318652,1.81242454,0.90757382
8/12/2002,Patroclus,99,99,99,2.10651829,3.77041826,2.37382691
8/15/2002,299,99,99,99,0.06188028,-0.66420915,-0.30260313
8/15/2002,90000855,99,99,99,2.16648999,2.66035642,0.93545215
8/16/2002,Gaspra,99,99,99,1.04018366,1.40851345,0.65360442
8/17/2002,Annefrank,99,99,99,1.41766946,-1.71984924,-0.76664386
8/17/2002,Dinkinesh,99,99,99,2.13058922,-0.58301288,-0.30819291
8/18/2002,Eros,99,99,99,-6.92741556,-28.93124868,-6.94150091
8/19/2002,Itokawa,99,99,99,-0.99296556,0.58816487,0.29301314
8/20/2002,90000190,99,99,99,1.99842238,3.94964157,1.64587114
8/20/2002,Mathilde,99,99,99,-0.07678922,2.65292281,0.79694646
8/20/2002,Lutetia,99,99,99,-2.74702262,0.45323959,0.36003823
8/22/2002,699,99,99,99,1.38781089,8.27447483,3.35792885
8/22/2002,Leucus,99,99,99,-4.81609842,-2.12539221,-1.74866013
8/22/2002,Mathilde,99,99,99,-0.09635313,2.65736405,0.79828888
8/25/2002,Apophis,99,99,99,-1.05206214,-0.07396819,-0.054954
8/27/2002,Ceres,99,99,99,2.90084803,0.37074273,-0.41571883
8/28/2002,599,99,99,99,-2.65471985,4.14315578,1.84053152
8/28/2002,433,99,99,99,1.58728604,-0.50950251,-0.00244326
8/28/2002,90000191,99,99,99,1.9601973,3.96501329,1.66124799
8/30/2002,199,99,99,99,-0.04541276,-0.41559172,-0.21672422
8/30/2002,Polymele,99,99,99,99,99,99
8/31/2002,Vesta,99,99,99,-1.5727421,1.67976188,0.87431224
8/31/2002,Mathilde,99,99,99,-0.18431113,2.67554702,0.8037881
9/1/2002,301,99,99,99,0.93916721,-0.34379875,-0.14899922
9/1/2002,Ryugu,99,99,99,0.91081694,0.49461821,0.29133006
9/2/2002,90000188,99,99,99,1.93612115,3.97426222,1.6707166
9/2/2002,Eurybates,99,99,99,-5.06494297,-1.87229803,-0.4854331
9/3/2002,Mathilde,99,99,99,-0.21359083,2.6809587,0.80542608
9/3/2002,Braille,99,99,99,-1.34148984,1.44314923,-0.41492066
9/3/2002,Ryugu,99,99,99,0.88751621,0.51926851,0.29863071
9/3/2002,Dinkinesh,99,99,99,2.15832362,-0.40829059,-0.22568359
9/5/2002,90000188,99,99,99,1.92161257,3.97967873,1.67633774
9/5/2002,90000190,99,99,99,1.92161235,3.97968453,1.67633504
9/5/2002,90000855,99,99,99,1.97609523,2.66899243,0.94678713
9/6/2002,90000191,99,99,99,1.91676946,3.9814629,1.67819551
9/7/2002,Donaldjohanson,99,99,99,-0.12637988,1.80573108,0.75210008
9/7/2002,Patroclus,99,99,99,1.93863664,3.82672651,2.47969505
9/8/2002,SUN,99,99,99,0.00050661,-0.00476263,-0.00203385
9/9/2002,Eurybates,99,99,99,-5.05093746,-1.91376664,-0.51027881
9/10/2002,90000190,99,99,99,1.89732392,3.98848933,1.68560977
9/11/2002,90000190,99,99,99,1.89245024,3.99021686,1.6874506
9/11/2002,Vesta,99,99,99,-1.65428657,1.59743115,0.85219615
9/11/2002,Donaldjohanson,99,99,99,-0.17896688,1.80071415,0.7455954
9/11/2002,Annefrank,99,99,99,1.62366309,-1.55086512,-0.71496184
9/11/2002,90000855,99,99,99,1.92054839,2.66994237,0.94948836
9/12/2002,90000188,99,99,99,1.8875715,3.99192754,1.68928945
9/14/2002,299,99,99,99,0.57584373,-0.39706933,-0.21493878
9/14/2002,Vesta,99,99,99,-1.67584269,1.57429986,0.8458054
9/15/2002,699,99,99,99,99,99,99
9/15/2002,433,99,99,99,1.59073546,-0.31391907,0.10929033
9/16/2002,Apophis,99,99,99,-0.91787878,-0.37577905,-0.16378393
9/18/2002,199,99,99,99,0.32183718,-0.20730326,-0.14354447
9/18/2002,301,99,99,99,1.00336005,-0.08853523,-0.03857841
9/18/2002,Annefrank,99,99,99,1.67733176,-1.49950681,-0.69864277
9/19/2002,Apophis,99,99,99,-0.88948523,-0.4139063,-0.17723683
9/20/2002,Leucus,99,99,99,-4.72341605,-2.30325399,-1.79312927
9/20/2002,Braille,99,99,99,-1.39645504,1.23412707,-0.47422311
9/20/2002,Bennu,99,99,99,-1.08141845,-0.63824528,-0.35495075
9/21/2002,SUN,99,99,99,0.00060576,-0.00472691,-0.00202133
9/21/2002,Eurybates,99,99,99,-5.0258611,-1.9844496,-0.55276257
9/21/2002,Ryugu,99,99,99,0.64110744,0.71471927,0.35002901
9/21/2002,-122911,99,99,99,1.00386011,-0.04009933,-0.01723437
9/21/2002,90000855,99,99,99,1.82684115,2.66994358,0.95342737
9/22/2002,90000191,99,99,99,1.83849749,4.00847823,1.7073837
9/23/2002,Ryugu,99,99,99,0.60994831,0.73291512,0.35394912
9/23/2002,Gaspra,99,99,99,0.6119665,1.66713184,0.72764428
9/26/2002,Leucus,99,99,99,-4.70337665,-2.33964305,-1.80200592
9/26/2002,Eurybates,99,99,99,-5.01501709,-2.01374608,-0.57042141
9/26/2002,Mathilde,99,99,99,99,99,99
9/26/2002,Lutetia,99,99,99,-2.77196949,0.1330106,0.21942746
9/26/2002,Patroclus,99,99,99,99,99,99
9/26/2002,Dinkinesh,99,99,99,2.16840189,-0.16705284,-0.11134346
9/27/2002,Bennu,99,99,99,-1.03538926,-0.71196976,-0.39680619
10/1/2002,Ceres,99,99,99,2.84868736,0.66955698,-0.26439066
10/2/2002,Mathilde,99,99,99,-0.49484796,2.71700717,0.81637276
10/2/2002,Donaldjohanson,99,99,99,99,99,99
10/2/2002,Braille,99,99,99,99,99,99
10/3/2002,Eurybates,99,99,99,-4.99944684,-2.05460493,-0.59509946
10/3/2002,Vesta,99,99,99,-1.80515498,1.42134106,0.80181551
10/3/2002,Apophis,99,99,99,99,99,99
10/3/2002,Ryugu,99,99,99,0.44454622,0.81097931,0.36742885
10/4/2002,90000190,99,99,99,99,99,99
10/4/2002,Itokawa,99,99,99,99,99,99
10/5/2002,Polymele,99,99,99,-5.17367493,-1.87901314,-0.09357231
10/6/2002,-122911,99,99,99,0.97673411,0.19420729,0.08434248
10/7/2002,Lutetia,99,99,99,-2.76943305,0.03704833,0.17671176
10/9/2002,399,99,99,99,99,99,99
10/10/2002,Orus,99,99,99,99,99,99
10/11/2002,Mathilde,99,99,99,99,99,99
10/12/2002,Orus,99,99,99,99,99,99
10/13/2002,Polymele,99,99,99,99,99,99
10/14/2002,399,99,99,99,0.93549472,0.31504995,0.13661335
10/14/2002,90000188,99,99,99,1.72873206,4.04094087,1.74552689
10/14/2002,90000190,99,99,99,99,99,99
10/15/2002,Orus,99,99,99,-5.00732897,1.15089889,-0.32550546
10/15/2002,90000190,99,99,99,99,99,99
10/15/2002,90000191,99,99,99,99,99,99
10/15/2002,Donaldjohanson,99,99,99,-0.61802994,1.71249558,0.67171789
10/15/2002,Patroclus,99,99,99,1.68762798,3.89773306,2.62707709
10/17/2002,SUN,99,99,99,0.0008026,-0.00465121,-0.00199445
10/17/2002,399,99,99,99,0.91539025,0.35879084,0.15557713
10/17/2002,301,99,99,99,0.91784694,0.35790403,0.15493099
10/17/2002,90000191,99,99,99,1.71358395,4.04494653,1.7505393
10/17/2002,Polymele,99,99,99,99,99,99
10/18/2002,Mathilde,99,99,99,-0.64800818,2.72470967,0.81875062
10/18/2002,Ceres,99,99,99,2.80865799,0.81149082,-0.1894058
10/19/2002,SUN,99,99,99,99,99,99
10/19/2002,Mathilde,99,99,99,-0.65751969,2.72491315,0.81881573
10/20/2002,199,99,99,99,-0.23294778,0.19459204,0.12867598
10/20/2002,Gaspra,99,99,99,0.28354227,1.7905147,0.75374867
10/22/2002,-122911,99,99,99,0.87653175,0.42918057,0.18620946
10/23/2002,399,99,99,99,0.86789363,0.44321671,0.19217613
10/23/2002,Bennu,99,99,99,-0.81046895,-0.94391808,-0.5288557
10/24/2002,90000190,99,99,99,99,99,99
10/24/2002,90000191,99,99,99,99,99,99
10/27/2002,-122911,99,99,99,99,99,99
10/28/2002,301,99,99,99,99,99,99
10/28/2002,Lutetia,99,99,99,-2.75169043,-0.14620453,0.09439419
10/28/2002,Donaldjohanson,99,99,99,-0.77943719,1.65752452,0.63503902
10/28/2002,Dinkinesh,99,99,99,2.12749222,0.17183646,0.0501007
10/31/2002,Patroclus,99,99,99,1.58014941,3.92363358,2.68645799
11/4/2002,199,99,99,99,-0.39003656,-0.14365661,-0.03570994
11/4/2002,Bennu,99,99,99,99,99,99
11/5/2002,699,99,99,99,0.95073107,8.31676272,3.39421301
11/5/2002,90000188,99,99,99,1.61663059,4.06794278,1.78130434
11/7/2002,Bennu,99,99,99,-0.64900037,-1.0437663,-0.58599555
11/7/2002,90000855,99,99,99,1.36782009,2.64078127,0.96146639
11/8/2002,Leucus,99,99,99,-4.55127574,-2.59604231,-1.86231117
11/8/2002,Vesta,99,99,99,-2.01269955,1.10354585,0.70242716
11/9/2002,Mathilde,99,99,99,-0.85533036,2.72185217,0.81797931
11/11/2002,Itokawa,99,99,99,-0.59049777,-0.69406752,-0.2905518
11/12/2002,Leucus,99,99,99,-4.53638103,-2.61948531,-1.86762199
11/18/2002,399,99,99,99,0.56189947,0.74233031,0.32184965
11/19/2002,Eros,99,99,99,-6.63699585,-29.00855873,-7.05288315
11/21/2002,Polymele,99,99,99,-5.08540661,-2.14153878,-0.27484851
11/23/2002,90000188,99,99,99,1.52327368,4.08593962,1.80878481
11/24/2002,Orus,99,99,99,-5.06464353,0.8777899,-0.44360676
11/24/2002,-122911,99,99,99,0.4725597,0.79129904,0.34315544
11/24/2002,Gaspra,99,99,99,-0.15283704,1.87530729,0.75604128
11/25/2002,599,99,99,99,-3.21983741,3.82288145,1.7170089
11/25/2002,433,99,99,99,1.23587699,0.47845607,0.49539034
11/25/2002,90000191,99,99,99,1.5128176,4.08771137,1.81173096
11/25/2002,Eurybates,99,99,99,-4.8670809,-2.35772117,-0.78005832
11/27/2002,Polymele,99,99,99,-5.07270618,-2.17447461,-0.29792819
11/27/2002,Donaldjohanson,99,99,99,-1.12990389,1.48828227,0.53432858
11/27/2002,Annefrank,99,99,99,2.10200929,-0.90432151,-0.49602065
11/28/2002,Polymele,99,99,99,-5.07055827,-2.17995063,-0.30177302
11/28/2002,Vesta,99,99,99,-2.10448267,0.91332308,0.63869358
11/28/2002,Mathilde,99,99,99,-1.03067675,2.70740372,0.81371341
11/29/2002,599,99,99,99,99,99,99
11/29/2002,Eurybates,99,99,99,99,99,99
11/29/2002,Polymele,99,99,99,99,99,99
11/30/2002,301,99,99,99,99,99,99
11/30/2002,Itokawa,99,99,99,99,99,99
12/1/2002,90000190,99,99,99,1.48133129,4.09275156,1.82046915
12/1/2002,Ceres,99,99,99,2.66094104,1.16473255,0.00700653
12/2/2002,699,99,99,99,99,99,99
12/2/2002,Patroclus,99,99,99,99,99,99
12/3/2002,599,99,99,99,99,99,99
12/4/2002,Mathilde,99,99,99,99,99,99
12/4/2002,-122911,99,99,99,99,99,99
12/5/2002,Orus,99,99,99,99,99,99
12/5/2002,Leucus,99,99,99,99,99,99
12/6/2002,Ceres,99,99,99,99,99,99
12/7/2002,SUN,99,99,99,0.0011809,-0.00448387,-0.00193348
12/7/2002,Vesta,99,99,99,-2.13986206,0.82502526,0.60816505
12/8/2002,Annefrank,99,99,99,99,99,99
12/8/2002,Itokawa,99,99,99,-0.11399419,-0.89902814,-0.3966966
12/9/2002,599,99,99,99,-3.30429125,3.76681892,1.69503457
12/9/2002,Polymele,99,99,99,-5.04634555,-2.2399328,-0.34402985
12/9/2002,Dinkinesh,99,99,99,1.97337702,0.60639266,0.25863289
12/10/2002,Bennu,99,99,99,-0.23972188,-1.16371448,-0.65562409
12/10/2002,Gaspra,99,99,99,99,99,99
12/11/2002,599,99,99,99,99,99,99
12/12/2002,Annefrank,99,99,99,99,99,99
12/13/2002,599,99,99,99,99,99,99
12/13/2002,699,99,99,99,99,99,99
12/13/2002,Eros,99,99,99,99,99,99
12/13/2002,Patroclus,99,99,99,1.28679064,3.98158494,2.83799217
12/16/2002,433,99,99,99,1.00915716,0.68316104,0.57075627
12/17/2002,301,99,99,99,99,99,99
12/17/2002,90000188,99,99,99,1.39665325,4.10414915,1.84286085
12/17/2002,90000191,99,99,99,99,99,99
12/18/2002,399,99,99,99,99,99,99
12/18/2002,301,99,99,99,99,99,99
12/18/2002,Orus,99,99,99,99,99,99
12/19/2002,90000855,99,99,99,0.93303459,2.56715901,0.9513297
12/20/2002,301,99,99,99,0.03765366,0.89995039,0.3902703
12/20/2002,599,99,99,99,-3.36974517,3.72173471,1.67730329
12/21/2002,199,99,99,99,99,99,99
12/21/2002,90000191,99,99,99,99,99,99
12/22/2002,Itokawa,99,99,99,99,99,99
12/23/2002,399,99,99,99,99,99,99
12/24/2002,90000188,99,99,99,1.35928499,4.10820538,1.85223808
12/24/2002,90000191,99,99,99,1.35928906,4.10820637,1.85223199
12/26/2002,Ryugu,99,99,99,-0.93049263,0.42331456,0.06931609
12/27/2002,299,99,99,99,-0.45049395,0.49375574,0.25081115
12/28/2002,Orus,99,99,99,99,99,99
12/31/2002,Apophis,99,99,99,99,99,99
12/31/2002,-122911,99,99,99,99,99,99
12/31/2002,Patroclus,99,99,99,99,99,99
1/10/2003,299,99,99,99,-0.63080384,0.29067507,0.17085929
1/10/2003,301,99,99,99,-0.32066372,0.84792967,0.36740337
2/3/2003,Eurybates,99,99,99,99,99,99
2/8/2003,90000855,99,99,99,99,99,99
2/16/2003,Mathilde,99,99,99,-1.71951803,2.53628899,0.76261907
2/17/2003,Gaspra,99,99,99,-1.15522103,1.75998036,0.63439282
2/25/2003,Lutetia,99,99,99,99,99,99
3/6/2003,301,99,99,99,-0.95361568,0.23280423,0.10074023
3/17/2003,599,99,99,99,-3.85771048,3.33462554,1.5232544
4/2/2003,Bennu,99,99,99,99,99,99
4/7/2003,301,99,99,99,99,99,99
4/14/2003,Leucus,99,99,99,99,99,99
4/16/2003,Polymele,99,99,99,99,99,99
4/16/2003,Mathilde,99,99,99,-2.16356637,2.31067468,0.69507167
