Time,SUN_X,SUN_Y,SUN_Z,199_X,199_Y,199_Z,299_X,299_Y,299_Z,399_X,399_Y,399_Z,301_X,301_Y,301_Z,-74_X,-74_Y,-74_Z,599_X,599_Y,599_Z,699_X,699_Y,699_Z,433_X,433_Y,433_Z,Eros_X,Eros_Y,Eros_Z,Orus_X,Orus_Y,Orus_Z,-49_X,-49_Y,-49_Z,-490_X,-490_Y,-490_Z,-255_X,-255_Y,-255_Z,2000016_X,2000016_Y,2000016_Z,90000188_X,90000188_Y,90000188_Z,90000190_X,90000190_Y,90000190_Z,90000191_X,90000191_Y,90000191_Z,Leucus_X,Leucus_Y,Leucus_Z,Eurybates_X,Eurybates_Y,Eurybates_Z,Polymele_X,Polymele_Y,Polymele_Z,Vesta_X,Vesta_Y,Vesta_Z,Mathilde_X,Mathilde_Y,Mathilde_Z,Lutetia_X,Lutetia_Y,Lutetia_Z,Donaldjohanson_X,Donaldjohanson_Y,Donaldjohanson_Z,Braille_X,Braille_Y,Braille_Z,Annefrank_X,Annefrank_Y,Annefrank_Z,Bennu_X,Bennu_Y,Bennu_Z,Itokawa_X,Itokawa_Y,Itokawa_Z,-64_X,-64_Y,-64_Z,Apophis_X,Apophis_Y,Apophis_Z,Ryugu_X,Ryugu_Y,Ryugu_Z,-122911_X,-122911_Y,-122911_Z,Patroclus_X,Patroclus_Y,Patroclus_Z,90000855_X,90000855_Y,90000855_Z,Dinkinesh_X,Dinkinesh_Y,Dinkinesh_Z,20065803_X,20065803_Y,20065803_Z,Gaspra_X,Gaspra_Y,Gaspra_Z,Ceres_X,Ceres_Y,Ceres_Z
2019-03-02,99.0,99.0,99.0,-0.08987778,0.26897828,0.15212832,99.0,99.0,99.0,99.0,99.0,99.0,-0.93638223,0.30286187,0.13126972,0.41810963,1.34870579,0.60709411,99.0,99.0,99.0,2.26760964,-9.01429372,-3.82101772,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.15579533,3.90458796,1.5953086,2.15579914,3.90458825,1.59530747,99.0,99.0,99.0,4.3952194,-2.28145266,-1.77034913,99.0,99.0,99.0,2.25277848,-0.43878365,-0.46974599,99.0,99.0,99.0,99.0,99.0,99.0,0.44259107,-2.55447472,-1.04128362,1.98622165,2.35024241,1.31912663,1.660567,-1.50437527,-0.69938954,99.0,99.0,99.0,-0.20685955,1.37638117,0.61915142,99.0,99.0,99.0,-0.03246077,0.93120362,0.34574583,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.96052693,0.63718211,0.27310778,99.0,99.0,99.0,0.55941011,1.69948915,0.7366644,-1.79716869,-1.92736464,-0.54315434
2019-03-03,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.94311542,0.29017606,0.12574606,99.0,99.0,99.0,0.40516443,1.35307234,0.60945086,99.0,99.0,99.0,2.27273716,-9.01306319,-3.82073053,-0.98757068,0.58831299,0.15494252,12.06512904,-28.86584095,-12.64305687,3.24847419,-3.95977407,-1.06906867,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.151194,3.90691029,1.59740017,2.15117474,3.90691694,1.59740169,99.0,99.0,99.0,99.0,99.0,99.0,4.3986772,-2.27554613,-1.76742008,4.16180672,-2.04152514,-2.12853859,2.25650044,-0.42874811,-0.46623517,1.92765438,0.7437321,0.22218508,0.70339772,-1.7962911,-0.83784675,99.0,99.0,99.0,1.98170697,2.35559118,1.31779934,99.0,99.0,99.0,-0.62664367,0.6657847,0.37791834,99.0,99.0,99.0,99.0,99.0,99.0,-0.04898729,0.93351325,0.34618646,0.74674702,-1.1150243,-0.36207626,-0.94296506,0.29041159,0.12578338,99.0,99.0,99.0,5.01418702,-1.09345647,-0.63242044,1.95530566,0.64715813,0.27791946,99.0,99.0,99.0,0.54738059,1.70467621,0.73789384,99.0,99.0,99.0
2019-03-04,99.0,99.0,99.0,99.0,99.0,99.0,-0.36300152,-0.57412684,-0.23560173,-0.94862424,0.27507158,0.11919918,-0.94674105,0.27330772,0.11835135,0.39217541,1.35734154,0.61174048,-1.70434581,-4.65128966,-1.95222673,99.0,99.0,99.0,99.0,99.0,99.0,12.06817134,-28.8650256,-12.64377171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.14656742,3.90922841,1.59948883,2.14654814,3.90923502,1.59949033,2.14655196,3.90923533,1.5994892,4.45770761,-2.69403222,-0.04754525,4.40212606,-2.26963497,-1.76448745,99.0,99.0,99.0,2.26017071,-0.41870261,-0.46271362,99.0,99.0,99.0,99.0,99.0,99.0,0.46109618,-2.55334462,-1.03926322,1.9771766,2.36092136,1.31646163,1.67568213,-1.48955764,-0.69465723,-0.64246173,0.65756611,0.37334146,-0.23082252,1.36711316,0.61571505,-0.64246169,0.65756611,0.37334144,99.0,99.0,99.0,99.0,99.0,99.0,-0.94847803,0.27530956,0.11923743,99.0,99.0,99.0,5.01661951,-1.08898438,-0.63079668,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
2019-03-05,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.95160283,0.25853077,0.11189658,0.37914463,1.36152164,0.6139855,-1.69728569,-4.65311182,-1.95317958,99.0,99.0,99.0,99.0,99.0,99.0,12.07120551,-28.86421874,-12.64449528,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.14193484,3.91153563,1.60157302,2.14191554,3.91154221,1.60157451,2.14191936,3.91154252,1.60157338,4.4609439,-2.68780874,-0.04465848,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.92162847,0.76826469,0.22955202,99.0,99.0,99.0,0.47033945,-2.55272796,-1.038232,1.97263056,2.36623289,1.31511353,99.0,99.0,99.0,-0.6580817,0.6491465,0.36865015,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.7675913,-1.10073429,-0.35423275,-0.95370235,0.26012506,0.11265572,99.0,99.0,99.0,5.01904128,-1.08450994,-0.62917157,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
2019-03-06,99.0,99.0,99.0,-0.21092191,0.22139941,0.13925668,-0.32769989,-0.59099592,-0.24542628,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,12.0742304,-28.86342099,-12.64522489,3.26520478,-3.94720095,-1.06142092,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.13727695,3.91383848,1.60365423,2.13728078,3.9138388,1.6036531,4.46417086,-2.68157962,-0.04177161,99.0,99.0,99.0,4.17261945,-2.02337661,-2.11951772,2.26735608,-0.39858266,-0.45563866,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.69064492,-1.47460413,-0.68986158,99.0,99.0,99.0,-0.25470647,1.35737696,0.61206775,-0.67350059,0.64053027,0.36384684,-0.09845997,0.93875051,0.3468822,0.77788834,-1.09340788,-0.35025241,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.93925435,0.67695781,0.29229931,99.0,99.0,99.0,99.0,99.0,99.0,-1.76836272,-1.95284166,-0.5610409
2019-03-07,-0.00127824,0.00693322,0.00295815,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-1.68315645,-4.65672824,-1.95507356,2.29323799,-9.00811429,-3.81957044,-1.02581637,0.54033257,0.12079071,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.13263623,3.91612417,1.60572835,99.0,99.0,99.0,4.41241894,-2.25187383,-1.75566804,99.0,99.0,99.0,2.27087115,-0.3885087,-0.45208545,99.0,99.0,99.0,99.0,99.0,99.0,0.4888068,-2.55139159,-1.03612767,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.2666159,1.35233246,0.61016455,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-0.96327896,0.2295283,0.09939336,99.0,99.0,99.0,5.02385268,-1.07555411,-0.6259173,1.93377494,0.68684701,0.2970736,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
2019-03-08,-0.00128642,0.00693437,0.00295888,-0.26185483,0.18618628,0.12572442,99.0,99.0,99.0,-0.96775774,0.2138789,0.09267508,99.0,99.0,99.0,0.33990427,1.37337032,0.6205183,-1.67608718,-4.65852303,-1.95601494,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.27632484,-3.93877817,-1.05631147,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.12798188,3.91839831,1.60780024,2.12798572,3.91839864,1.60779912,4.47059676,-2.66910456,-0.03599761,4.41583195,-2.24594426,-1.75272109,4.17978146,-2.01125499,-2.11348017,2.27433446,-0.37842574,-0.44852187,99.0,99.0,99.0,0.7601057,-1.77000118,-0.82946225,99.0,99.0,99.0,99.0,99.0,99.0,1.705454,-1.45951608,-0.68500302,99.0,99.0,99.0,99.0,99.0,99.0,-0.70372395,0.62272554,0.35391435,-0.13130511,0.94085179,0.3468327,99.0,99.0,99.0,99.0,99.0,99.0,-5.6763879,-1.38739295,0.85259364,5.02624231,-1.07107274,-0.62428816,99.0,99.0,99.0,99.0,99.0,99.0,0.48690499,1.72956189,0.74358751,-1.75379952,-1.96540353,-0.56993354
2019-03-09,99.0,99.0,99.0,99.0,99.0,99.0,-0.27288305,-0.61280554,-0.25870895,-0.97180895,0.19841183,0.08597054,-0.96922182,0.19908291,0.0860077,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,-1.04378115,0.51572635,0.1035742,99.0,99.0,99.0,3.28187474,-3.9345546,-1.05375347,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.12334482,3.92065542,1.6098651,2.12332543,3.92066185,1.60986654,2.12332927,3.92066219,1.60986542,4.47379568,-2.66285864,-0.03311049,99.0,99.0,99.0,99.0,99.0,99.0,2.27774599,-0.36833402,-0.44494803,99.0,99.0,99.0,99.0,99.0,99.0,0.50724777,-2.549918,-1.03396761,99.0,99.0,99.0,99.0,99.0,99.0,-0.71852319,0.61354593,0.34879008,-0.29036372,1.34188905,0.60619818,-0.71852318,0.6135459,0.34879009,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.92262308,0.70655719,0.30659266,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
2019-03-10,99.0,99.0,99.0,99.0,99.0,99.0,-0.25417062,-0.61912172,-0.26273525,99.0,99.0,99.0,-0.97319037,0.18404472,0.07948593,99.0,99.0,99.0,99.0,99.0,99.0,2.30860488,-9.00437701,-3.81868839,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.1186669,3.92291482,1.61192723,99.0,99.0,99.0,4.42263102,-2.2340714,-1.74681647,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.78262246,-1.75909006,-0.8259235,99.0,99.0,99.0,1.94966697,2.39250988,1.30821758,99.0,99.0,99.0,99.0,99.0,99.0,-0.30219969,1.3364895,0.60413464,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.4625719,1.73902578,0.74565385,99.0,99.0,99.0
2019-03-11,99.0,99.0,99.0,-0.32335071,0.12367445,0.09870365,99.0,99.0,99.0,-0.97902544,0.16731008,0.07248836,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.313726,-9.00312655,-3.81839212,-1.06096436,0.49073857,0.08628223,12.08919421,-28.85957456,-12.64886692,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.1140142,3.92514983,1.61398427,2.11399476,3.92515619,1.61398567,2.11399861,3.92515653,1.61398456,99.0,99.0,99.0,4.42601704,-2.22812813,-1.74385882,4.19045456,-1.99303891,-2.10438851,2.28441368,-0.34812526,-0.43776991,1.90204352,0.84125159,0.25147098,0.79384358,-1.75355014,-0.82411455,99.0,99.0,99.0,99.0,99.0,99.0,1.72737638,-1.4366347,-0.67759814,99.0,99.0,99.0,-0.31400875,1.33097098,0.60201731,99.0,99.0,99.0,-0.1802766,0.94195892,0.34600584,0.82806956,-1.05498278,-0.32977875,-0.97890942,0.16756313,0.07253287,-5.67386744,-1.40205925,0.83956607,5.03334696,-1.0576149,-0.61939275,1.9112143,0.72617392,0.31607116,99.0,99.0,99.0,0.45037692,1.74365257,0.74664192,-1.73175742,-1.98402397,-0.58320787
